timestamp,temperature_c,humidity_pct,heat_index_c,risk_label
2025-06-18T11:38:55.620277,38.906282097856064,85.4605431779014,81.99787771667447,3
2025-06-09T19:58:55.620277,22.000625275558214,74.17596853783141,22.000625275558214,0
2025-06-16T05:33:55.620277,33.719416504716285,67.50617066087328,44.650338971010605,3
2025-06-08T13:31:55.620277,24.77851326563792,32.04426719546932,24.77851326563792,0
2025-06-12T07:32:55.620277,31.621886883168354,43.45425094421592,32.34779819138776,0
2025-06-13T03:55:55.620277,29.272143174220183,53.39908130743085,30.484631951031133,0
2025-06-09T10:59:55.620277,22.815764954924934,66.11083480600338,22.815764954924937,0
2025-06-18T15:25:55.620277,36.05069461901649,93.39071664627129,72.4633500081713,3
2025-06-08T08:31:55.620277,21.415225242330273,57.64893767158693,21.415225242330273,0
2025-06-18T20:58:55.620277,42.01027649369594,88.15405780615426,106.3916285776703,3
2025-06-07T05:10:55.620277,25.6314439029308,62.20870620602347,25.6314439029308,0
2025-06-09T16:32:55.620277,28.593184244504087,63.036846962128955,30.78800057451305,0
2025-06-19T15:10:55.620277,41.668728318431654,98.54002712127117,119.53452631622963,3
2025-06-13T22:53:55.620277,33.63958003163615,66.69754338779114,44.030000747390545,3
2025-06-13T09:47:55.620277,33.80836351338165,76.20702758388504,49.307916929378315,3
2025-06-10T13:52:55.620277,21.43113884622538,67.70046401385785,21.43113884622538,0
2025-06-14T04:37:55.620277,29.14164869128162,67.75856068260566,32.61482378859146,0
2025-06-07T10:32:55.620277,29.21298410214871,50.40046917030992,29.992486746784454,0
2025-06-12T07:20:55.620277,31.31578773589141,69.72860819691789,38.372292137353526,1
2025-06-07T16:36:55.620277,29.830945429832838,42.33482009223538,29.76470061223553,0
2025-06-13T06:01:55.620277,35.74799611131688,87.4658684970756,65.70996599131432,3
2025-06-19T12:29:55.620277,35.765026109062674,86.93458134768798,65.37475775096033,3
2025-06-07T07:14:55.620277,19.786844535085365,50.14393974054915,19.786844535085365,0
2025-06-19T10:54:55.620277,34.798874529238994,81.76708630768391,56.81203943028595,3
2025-06-11T06:09:55.620277,36.815607137188074,76.71300574216268,62.501003102055456,3
2025-06-11T09:52:55.620277,30.459437577256107,69.32481889318872,36.00303971772604,1
2025-06-15T19:24:55.620277,37.45396386289121,68.9263466988238,59.31706294263765,3
2025-06-11T23:49:55.620277,29.36643055168868,57.88185096032104,31.315798841884558,0
2025-06-17T02:06:55.620277,35.15019071074984,69.16080232876416,50.40827479372073,3
2025-06-14T11:58:55.620277,35.46950100056316,84.33824642500234,61.83865508532329,3
